,Context,Conext_translation
9107,Someone closes the door behind her.,Someone closes the door behind her.
9108,Someone looks the young goth up and down.,Alguien mira al joven gótico de arriba abajo.
9109,Someone looks the young goth up and down.,Someone looks the young goth up and down.
9110,Someone looks round as someone walks past.,Someone looks round as someone walks past.
9111,Someone takes her plate to the table.,Alguien lleva su plato a la mesa.
9112,"As the cars pull out, the picture fades to black.","A medida que los autos salen, la imagen se vuelve negra."
9113,Now a satellite view zooms out from the cia Field Office rapidly relocates the Los Angeles harbor and zooms in.,Now a satellite view zooms out from the cia Field Office rapidly relocates the Los Angeles harbor and zooms in.
9114,He glowers at someone's poker face.,He glowers at someone's poker face.
9115,"As the cars pull out, the picture fades to black.","As the cars pull out, the picture fades to black."
9116,Now someone brings someone to his grandparents' estate.,Now someone brings someone to his grandparents' estate.
9117,Now someone brings someone to his grandparents' estate.,Ahora alguien trae a alguien a la finca de sus abuelos.
9118,We see the sale screen.,We see the sale screen.
9119,We see the shovel being set up with a shovel helper.,Vemos cómo se instala la pala con un ayudante de pala.
9120,We then see her shoveling the snow.,We then see her shoveling the snow.
9121,A woman opens the blinds inside her house.,Una mujer abre las persianas del interior de su casa.
9122,We see a lady look out at the snow.,We see a lady look out at the snow.
9123,We then see her shoveling the snow.,We then see her shoveling the snow.
9124,We see an illustration of a man.,Vemos una ilustración de un hombre.
9125,"We see the Snow helper, then see it in action.",Vemos al ayudante de nieve y luego lo vemos en acción.
9126,It is snowing heavily outside.,It is snowing heavily outside.
9127,It is snowing heavily outside.,Afuera está nevando mucho.
9128,We are shown a shovel with it attached.,We are shown a shovel with it attached.
9129,We see an illustration of a man.,We see an illustration of a man.
9130,We see the sale screen.,We see the sale screen.
9131,We see a lady look out at the snow.,We see a lady look out at the snow.
9132,We see the shovel being set up with a shovel helper.,Vemos cómo se instala la pala con un ayudante de pala.
9133,Smiling he takes out a bottle of whiskey.,"Sonriendo, saca una botella de whisky."
9134,"Someone pours the whiskey on the fire, causing an explosion.","Someone pours the whiskey on the fire, causing an explosion."
9135,Someone searches through a storage cabinet.,Someone searches through a storage cabinet.
9136,Someone splashes the fire with seawater.,Alguien salpica el fuego con agua de mar.
9137,Someone splashes the fire with seawater.,Alguien salpica el fuego con agua de mar.
9138,Smiling he takes out a bottle of whiskey.,"Sonriendo, saca una botella de whisky."
9139,"Out on the ocean, someone hangs over the side of the boat as someone rows.","Out on the ocean, someone hangs over the side of the boat as someone rows."
9140,The inspectors hold a wallet labeled Property of someone pinched on 17 - 9.,Los inspectores sostienen una billetera con la etiqueta Propiedad de alguien pellizcado en 17 - 9.
9141,A camera pans all around a frozen lake with trees and leads into a group of people fishing around a hole.,Una cámara recorre todo un lago helado con árboles y conduce a un grupo de personas que pescan alrededor de un agujero.
9142,A man is asleep in a compartment.,A man is asleep in a compartment.
9143,Someone passes someone his rat.,Someone passes someone his rat.
9144,Someone slides the door closed.,Someone slides the door closed.
9145,The person passes someone swimming.,La persona pasa a alguien nadando.
9146,"He rises, and, as he leaves.","He rises, and, as he leaves."
9147,"He rises, and, as he leaves.","Se levanta y, cuando se va."
9148,They spin around on the dance floor.,They spin around on the dance floor.
9149,Two people are dancing in a room.,Two people are dancing in a room.
9150,A man and woman are meeting on a dimly lit stage.,Un hombre y una mujer se encuentran en un escenario con poca luz.
9151,They spin around on the dance floor.,Dan vueltas en la pista de baile.
9152,They begin dancing together elegantly.,Empiezan a bailar juntos elegantemente.
9153,He faces her with an eager smile.,Él la enfrenta con una sonrisa ansiosa.
9154,The man breezes through donning a bicycle helmet.,El hombre pasa rápidamente poniéndose un casco de bicicleta.
9155,A bunch of kids are playing bumper cars.,Un grupo de niños está jugando a los autos chocadores.
9156,The pileup is broken briefly.,The pileup is broken briefly.
9157,Someone takes the handlebars from him.,Someone takes the handlebars from him.
9158,Someone looks at her anxiously.,Alguien la mira con ansiedad.
9159,A young giant looms out of the shadows.,Un joven gigante se asoma entre las sombras.
9160,Someone searches through a pile of scrap metal.,Alguien busca en un montón de chatarra.
9161,She wags her finger sternly in his face.,Ella menea el dedo con severidad en su rostro.
9162,Someone sits playing with the bell and smiling innocently.,Alguien se sienta jugando con la campana y sonriendo inocentemente.
9163,Someone takes the handlebars from him.,Alguien le quita el manillar.
9164,He chooses a gift for someone.,Elige un regalo para alguien.
9165,He offers them to her.,Se los ofrece a ella.
9166,Someone places her gently on the ground.,Alguien la coloca suavemente en el suelo.
9167,He is 10 times bigger than someone.,Es 10 veces más grande que alguien.
9168,Someone rings the rusty bell.,Someone rings the rusty bell.
9169,Someone looks like a tiny doll in the giant's fist.,Alguien parece una muñeca diminuta en el puño del gigante.
9170,He chooses a gift for someone.,He chooses a gift for someone.
9171,He is 10 times bigger than someone.,Es 10 veces más grande que alguien.
9172,He offers them to her.,Se los ofrece a ella.
9173,Woman is smiling and stretching her arm behind her back.,Woman is smiling and stretching her arm behind her back.
9174,Woman is sitting in a black jack table and is talking to men.,La mujer está sentada en una mesa de black jack y está hablando con los hombres.
9175,Woman is smiling and stretching her arm behind her back.,Woman is smiling and stretching her arm behind her back.
9176,Man is walking in a casino watching the pople and the machines.,Man is walking in a casino watching the pople and the machines.
9177,The diver towels off then tosses down her towel and approaches the end of the diving board for a first attempt.,The diver towels off then tosses down her towel and approaches the end of the diving board for a first attempt.
9178,A diver stretches out on a high dive platform bending at the waist.,A diver stretches out on a high dive platform bending at the waist.
9179,The diver towels off then tosses down her towel and approaches the end of the diving board for a first attempt.,The diver towels off then tosses down her towel and approaches the end of the diving board for a first attempt.
9180,"A man is standing in a kitchen, talking while holding up a raw potato.","Un hombre está parado en una cocina, hablando mientras sostiene una papa cruda."
9181,"He takes a huge bite of the potato, chewing it up.",Le da un gran mordisco a la patata y la mastica.
9182,He takes a bite of a raw potato and chews it.,He takes a bite of a raw potato and chews it.
9183,"He takes a huge bite of the potato, chewing it up.",Le da un gran mordisco a la patata y la mastica.
9184,He takes a bite of a raw potato and chews it.,Muerde una patata cruda y la mastica.
9185,"He then shows a drill, fork and screwdriver on the counter.","He then shows a drill, fork and screwdriver on the counter."
9186,A man is standing inside a kitchen.,Un hombre está parado dentro de una cocina.
9187,A man is standing inside a kitchen.,Un hombre está parado dentro de una cocina.
9188,A close up of a flame is shown followed by audience members standing up and athletes standing ready.,A close up of a flame is shown followed by audience members standing up and athletes standing ready.
9189,"All eyes turn to his son, someone.","Todos los ojos se vuelven hacia su hijo, alguien."
9190,"All eyes turn to his son, someone.","Todos los ojos se vuelven hacia su hijo, alguien."
9191,"Horrified, people stand open - mouthed.","Horrorizada, la gente se queda boquiabierta."
9192,"Horrified, people stand open - mouthed.","Horrorizada, la gente se queda boquiabierta."
9193,He talks to the camera about his song and what he is planning on playing.,Habla con la cámara sobre su canción y lo que planea tocar.
9194,A man is shown sitting in front of several drums and banging to a rhythm.,Se muestra a un hombre sentado frente a varios tambores y golpeando a un ritmo.
9195,He talks to the camera about his song and what he is planning on playing.,Habla con la cámara sobre su canción y lo que planea tocar.
9196,A woman places red wallpaper up against a wall.,Una mujer coloca un papel tapiz rojo contra una pared.
9197,A man in a red shirt walks around a ladder.,A man in a red shirt walks around a ladder.
9198,He places his arm on the ladder.,He places his arm on the ladder.
9199,She measures the wallpaper to make sure it's straight.,Mide el papel tapiz para asegurarse de que esté recto.
9200,She smooths the red wall paper out with her hands and with a tool.,Alisa el papel de pared rojo con las manos y con una herramienta.
9201,He places his arm on the ladder.,Coloca su brazo en la escalera.
9202,An old style television show is shown where a man cuts a woman's hair.,Se muestra un programa de televisión de estilo antiguo en el que un hombre corta el cabello de una mujer.
9203,An old style television show is shown where a man cuts a woman's hair.,Se muestra un programa de televisión de estilo antiguo en el que un hombre corta el cabello de una mujer.
9204,"Suddenly, it is morning, and there are four men running in front of a truck filled with men as others watch.","De repente, es de mañana, y hay cuatro hombres corriendo frente a un camión lleno de hombres mientras otros miran."
9205,The men run into a building.,Los hombres corren hacia un edificio.
9206,Two men in camofluage are running at night.,Two men in camofluage are running at night.
9207,One of the men looks as a device on his wrist.,Uno de los hombres parece un dispositivo en su muñeca.
9208,"Suddenly, it is morning, and there are four men running in front of a truck filled with men as others watch.","De repente, es de mañana, y hay cuatro hombres corriendo frente a un camión lleno de hombres mientras otros miran."
9209,One of the men looks as a device on his wrist.,Uno de los hombres parece un dispositivo en su muñeca.
9210,We see the front of the building with flags and a memorial.,We see the front of the building with flags and a memorial.
9211,We see the front of the building with flags and a memorial.,We see the front of the building with flags and a memorial.
9212,The thug gives up and moves on.,El matón se rinde y sigue adelante.
9213,Someone leads the rich stranger away.,Alguien se lleva al rico extranjero.
9214,Someone watches the rich stranger and the minutemen.,Alguien observa al rico extraño y a los minuteros.
9215,His smooth ageless features give a smirk.,Sus suaves rasgos sin edad dan una sonrisa.
9216,Someone takes out a flask and unscrews its cap.,Alguien saca un frasco y le quita el tapón.
9217,A blonde man with a gun leads the thugs.,Un hombre rubio con una pistola lidera a los matones.
9218,"Smiling politely, he sidles past and goes to a table where men play cards.","Sonriendo cortésmente, pasa sigilosamente y se dirige a una mesa donde los hombres juegan a las cartas."
9219,A blonde man with a gun leads the thugs.,Un hombre rubio con una pistola lidera a los matones.
9220,"Hidden in a shadowy space, someone gets a firm grip on the chain.","Escondido en un espacio sombrío, alguien agarra firmemente la cadena."
9221,Their leader sets his gun down.,Their leader sets his gun down.
9222,"Taking it, someone sips.","Taking it, someone sips."
9223,As he tugs at it.,Mientras tira de él.
9224,It reads 18 hours 58 minutes.,It reads 18 hours 58 minutes.
9225,Someone holds out a hand.,Alguien extiende una mano.
9226,Someone yanks him through the doorway.,Alguien lo empuja a través de la puerta.
9227,Someone leads his companion up an abandoned stairway.,Alguien lleva a su compañero por una escalera abandonada.
9228,Someone shoves the stranger onto a leather bench.,Alguien empuja al extraño a un banco de cuero.
9229,Someone takes out a flask and unscrews its cap.,Someone takes out a flask and unscrews its cap.
9230,Her clock does n't move.,Su reloj no se mueve.
9231,"Taking it, someone sips.","Al tomarlo, alguien bebe un sorbo."
9232,Someone and his men leave the bar through the front exit.,Someone and his men leave the bar through the front exit.
9233,"Someone lingers, holding the thin man's gaze with narrowed eyes.","Alguien se demora, sosteniendo la mirada del hombre delgado con los ojos entrecerrados."
9234,Their leader sets his gun down.,Their leader sets his gun down.
9235,A display ticks up to five minutes.,Una pantalla dura hasta cinco minutos.
9236,Someone blocks the exit with a dumpster.,Alguien bloquea la salida con un contenedor de basura.
9237,The stranger starts to wander off.,El extraño comienza a alejarse.
9238,"Crouching at a toilet, the rich man vomits.","Crouching at a toilet, the rich man vomits."
9239,Someone leads someone to a back hall.,Alguien lleva a alguien a un pasillo trasero.
9240,He moves off down the length of the bar.,Se mueve a lo largo de la barra.
9241,It reads 18 hours 58 minutes.,Se lee 18 horas 58 minutos.
9242,Someone drops down on the other side as the car arrives.,Alguien se deja caer al otro lado cuando llega el automóvil.
9243,The women paw at the well - dressed man.,Las mujeres manosean al hombre bien vestido.
9244,His mother beams after him.,Su madre sonríe tras él.
9245,Someone holds out a hand.,Someone holds out a hand.
9246,As he repeats the process.,Mientras repite el proceso.
9247,"Nearby, a man starring at his exposed body clock hangs up a phone.","Cerca, un hombre que mira fijamente su reloj biológico cuelga un teléfono."
9248,The two men reach a door.,The two men reach a door.
9249,He moves off down the length of the bar.,Se mueve a lo largo de la barra.
9250,Someone reluctantly takes another swig.,Someone reluctantly takes another swig.
9251,"Someone lingers, holding the thin man's gaze with narrowed eyes.","Alguien se demora, sosteniendo la mirada del hombre delgado con los ojos entrecerrados."
9252,Someone boosts the stranger into climbing it.,Alguien empuja al extraño para que lo suba.
9253,The wealthy man takes a few steps forward.,El rico da unos pasos adelante.
9254,"Out front, someone spies someone hustling the rich man out.","Out front, someone spies someone hustling the rich man out."
9255,He shakes his head again.,Niega con la cabeza de nuevo.
9256,His gaze drifts towards the rich man's clock.,Su mirada se desvía hacia el reloj del hombre rico.
9257,"Smiling politely, he sidles past and goes to a table where men play cards.","Sonriendo cortésmente, pasa sigilosamente y se dirige a una mesa donde los hombres juegan a las cartas."
9258,The stranger starts to wander off.,El extraño comienza a alejarse.
9259,As someone angrily scans the alley.,Mientras alguien escanea enojado el callejón.
9260,Someone takes the time with a smile.,Alguien se toma el tiempo con una sonrisa.
9261,Her clock does n't move.,Su reloj no se mueve.
9262,"Later, he stands at a machine inside the factory.","Más tarde, se para frente a una máquina dentro de la fábrica."
9263,As he repeats the process.,Mientras repite el proceso.
9264,The wealthy man takes a few steps forward.,El rico da unos pasos adelante.
9265,Someone sits at the far end.,Alguien se sienta en el otro extremo.
9266,"Noticing, someone approaches the wealthy man.","Al darse cuenta, alguien se acerca al hombre rico."
9267,Someone grasps the card player's forearm.,Someone grasps the card player's forearm.
9268,The two men reach a door.,Los dos hombres llegan a una puerta.
9269,Someone leads his companion up an abandoned stairway.,Alguien lleva a su compañero por una escalera abandonada.
9270,Someone grasps the card player's forearm.,Alguien agarra el antebrazo del jugador de cartas.
9271,"From hiding, someone swings a stall door, knocking out the thug.","Al estar escondido, alguien abre la puerta de un cubículo, golpeando al matón."
9272,He presses its curved receptor to the inside of his wrist.,Presiona su receptor curvo en el interior de su muñeca.
9273,He leads the wealthy man down the alley and out onto a street.,Conduce al hombre rico por el callejón y sale a la calle.
9274,He enters the bar where women in slinky dresses dance before a live band.,Entra al bar donde mujeres con vestidos ceñidos bailan ante una banda en vivo.
9275,Someone and his men leave the bar through the front exit.,Someone and his men leave the bar through the front exit.
9276,He presses its curved receptor to the inside of his wrist.,Presiona su receptor curvo en el interior de su muñeca.
9277,Someone pauses on his way out.,Someone pauses on his way out.
9278,"Turning a corner, someone checks his body clock.","Al doblar una esquina, alguien mira su reloj biológico."
9279,He presses its curved receptor to the inside of his wrist.,He presses its curved receptor to the inside of his wrist.
9280,Someone leads the rich stranger away.,Alguien se lleva al rico extranjero.
9281,Someone and his men leave the bar through the front exit.,Someone and his men leave the bar through the front exit.
9282,He leads the wealthy man down the alley and out onto a street.,Conduce al hombre rico por el callejón y sale a la calle.
9283,He shakes his head again.,Niega con la cabeza de nuevo.
9284,Someone drops down on the other side as the car arrives.,Alguien se deja caer al otro lado cuando llega el automóvil.
9285,He enters the bar where women in slinky dresses dance before a live band.,Entra al bar donde mujeres con vestidos ceñidos bailan ante una banda en vivo.
9286,Someone pauses on his way out.,Alguien hace una pausa al salir.
9287,"Nearby, a man starring at his exposed body clock hangs up a phone.","Cerca, un hombre que mira fijamente su reloj biológico cuelga un teléfono."
9288,Someone yanks him through the doorway.,Alguien lo empuja a través de la puerta.
9289,His smooth ageless features give a smirk.,Sus suaves rasgos sin edad dan una sonrisa.
9290,Someone shoves the stranger onto a leather bench.,Alguien empuja al extraño a un banco de cuero.
9291,"One the window is wet, he takes the razor like stick and drags it up and down getting the water off.","Una vez que la ventana está mojada, toma la navaja como un palo y la arrastra hacia arriba y hacia abajo para sacar el agua."
9292,A man is standing outside of a large window and begins to clean it with a long stick.,Un hombre está parado afuera de una ventana grande y comienza a limpiarla con un palo largo.
9293,"One the window is wet, he takes the razor like stick and drags it up and down getting the water off.","Una vez que la ventana está mojada, toma la navaja como un palo y la arrastra hacia arriba y hacia abajo para sacar el agua."
9294,"Golden sunlight shines on its sleek exterior, reflecting the snow - covered ground bordering the woods.","La luz dorada del sol brilla en su elegante exterior, reflejando el suelo cubierto de nieve que bordea el bosque."
9295,"With its doors still open, the car pulls out of the town square leaving the hostages lying helplessly in the street.","Con las puertas aún abiertas, el automóvil sale de la plaza del pueblo dejando a los rehenes desamparados en la calle."
9296,"Now, the car speeds down an empty road lined with tall evergreens that just into the pale blue sky.","Ahora, el coche acelera por una carretera vacía bordeada de altos árboles de hoja perenne que acaba en el cielo azul pálido."
9297,"Golden sunlight shines on its sleek exterior, reflecting the snow - covered ground bordering the woods.","La luz dorada del sol brilla en su elegante exterior, reflejando el suelo cubierto de nieve que bordea el bosque."
9298,"Golden sunlight shines on its sleek exterior, reflecting the snow - covered ground bordering the woods.","La luz dorada del sol brilla en su elegante exterior, reflejando el suelo cubierto de nieve que bordea el bosque."
9299,A person is grooming a small white dog.,Una persona está preparando a un pequeño perro blanco.
9300,The person trims the dogs hair around his face.,La persona recorta el pelo del perro alrededor de su cara.
9301,She brushes the dogs hair and clips it.,Ella cepilla el pelo de los perros y lo recorta.
9302,A woman is grooming a dog in a salon.,Una mujer está preparando a un perro en un salón.
9303,A person is grooming a small white dog.,Una persona está preparando a un pequeño perro blanco.
9304,He dashes to the giant rock the rope was originally tied to.,Se lanza a la roca gigante a la que originalmente estaba atada la cuerda.
9305,"Someone, watching as someone crawls to safety, then looks to someone.","Alguien, observando cómo alguien se arrastra hacia un lugar seguro, luego mira a alguien."
9306,He dashes to the giant rock the rope was originally tied to.,Se lanza a la roca gigante a la que originalmente estaba atada la cuerda.
9307,Someone sits to rest on the boulder that once held the rope.,Alguien se sienta a descansar en la roca que alguna vez sostuvo la cuerda.
9308,"He raises his right hand high, his eyes blaze, and his voice takes on a tone we have not heard before.","Levanta la mano derecha en alto, sus ojos brillan y su voz adquiere un tono que no habíamos escuchado antes."
9309,"He raises his right hand high, his eyes blaze, and his voice takes on a tone we have not heard before.","He raises his right hand high, his eyes blaze, and his voice takes on a tone we have not heard before."
9310,It hangs close to someone.,Cuelga cerca de alguien.
9311,"Someone, watching as someone crawls to safety, then looks to someone.","Alguien, observando cómo alguien se arrastra hacia un lugar seguro, luego mira a alguien."
9312,He begins performing tricks with the dog using a frisbee.,He begins performing tricks with the dog using a frisbee.
9313,The video takes place in a park with many spectators.,El video se desarrolla en un parque con muchos espectadores.
9314,A man is in a field with his dog as they perform various tricks with a frisbee.,Un hombre está en un campo con su perro mientras realizan varios trucos con un frisbee.
9315,A man is seen standing in a large field next to a dog.,Se ve a un hombre parado en un gran campo junto a un perro.
9316,A man is voicing the actions of the man and dog in another language.,Un hombre expresa las acciones del hombre y el perro en otro idioma.
9317,"Two other men help him up, while another hands the man his drink.","Otros dos hombres lo ayudan a levantarse, mientras otro le entrega su bebida."
9318,Someone slammed someone 'fist to the tabletop.,Alguien golpeó la mesa con el puño de alguien.
9319,Two men swing each other around on the platform as couples dance.,Dos hombres se balancean en la plataforma mientras las parejas bailan.
9320,Someone lobs the matches back to someone.,Alguien le devuelve las cerillas a alguien.
9321,Someone watches someone gulp down most of her beer.,Alguien ve a alguien beber la mayor parte de su cerveza.
9322,Someone sits at a table with blonde someone as someone sets down several glasses of beer.,Alguien se sienta en una mesa con alguien rubio mientras alguien deja varios vasos de cerveza.
9323,"As someone holds onto her dress, someone slowly lifts her heels and rises onto her toes.","Cuando alguien se aferra a su vestido, alguien le levanta lentamente los talones y se pone de puntillas."
9324,People arm wrestle as others cheer.,La gente lucha mientras otros vitorean.
9325,She blows out smoke and hands someone the hem of her skirt.,Ella exhala humo y le da a alguien el dobladillo de su falda.
9326,"Someone's manservant, someone, descends halfway down the staircase and peers around the room.","El criado de alguien, alguien, desciende por la mitad de la escalera y mira por la habitación."
9327,Someone sets a beer in front of someone.,Alguien pone una cerveza delante de alguien.
9328,Someone watches someone gulp down most of her beer.,Alguien ve a alguien beber la mayor parte de su cerveza.
9329,Someone slammed someone 'fist to the tabletop.,Alguien golpeó la mesa con el puño de alguien.
9330,"When he stops, someone dances.","Cuando se detiene, alguien baila."
9331,Another play is a set of pipes.,Otro juego es un juego de tubos.
9332,A bearded man knocks into someone and spills his beer on someone.,Un hombre barbudo golpea a alguien y derrama su cerveza sobre alguien.
9333,Someone pulls arm of the rose and then performs a special dance.,Someone pulls arm of the rose and then performs a special dance.
9334,"Kissing her hand, someone slips a note to someone.","Kissing her hand, someone slips a note to someone."
9335,Someone grabs someone's hand and she grabs someone.,Alguien agarra la mano de alguien y ella agarra a alguien.
9336,"Someone, now with his tie removed and sleeves rolled up, dances with someone, a little girl with dark hair.","Alguien, ahora sin corbata y con las mangas arremangadas, baila con alguien, una niña de cabello oscuro."
9337,"He hands one glass to someone, then drinks from his own.",Le da un vaso a alguien y luego bebe del suyo.
9338,Other couples dance around them.,Otras parejas bailan a su alrededor.
9339,"When he stops, someone dances.","Cuando se detiene, alguien baila."
9340,He places his hand on her back.,Coloca su mano en su espalda.
9341,Someone hands a pen to someone.,Alguien le entrega un bolígrafo a alguien.
9342,People dance through the crowd.,La gente baila entre la multitud.
9343,Others talk or smoke cigars.,Otros hablan o fuman puros.
9344,He spies someone holding someone in his arms.,Espía a alguien que tiene a alguien en sus brazos.
9345,"Someone steps up to their table and, reaching over someone, grabs two glasses of beer.","Alguien se acerca a su mesa y, acercándose a alguien, toma dos vasos de cerveza."
9346,Someone pulls arm of the rose and then performs a special dance.,Alguien tira del brazo de la rosa y luego realiza un baile especial.
9347,"Nearby, a man falls to the floor.","Cerca, un hombre cae al suelo."
9348,Someone gazes down as someone stands on her tiptoes and collapses into someone's arms.,Alguien mira hacia abajo mientras alguien se pone de puntillas y se derrumba en los brazos de alguien.
9349,Two men swing each other around on the platform as couples dance.,Dos hombres se balancean en la plataforma mientras las parejas bailan.
9350,"He turns and walks off, glancing back at her over his shoulder.","Él se da vuelta y se aleja, mirándola por encima del hombro."
9351,"Someone dances with a blonde woman, someone.","Alguien baila con una mujer rubia, alguien."
9352,Someone claps her hands as she watches someone.,Alguien aplaude mientras mira a alguien.
9353,He places his hand on her back.,Coloca su mano en su espalda.
9354,Someone hands a pen to someone.,Someone hands a pen to someone.
9355,"As someone stares at her daughter, someone gazes across the room toward the door.","Mientras alguien mira fijamente a su hija, alguien mira a través de la habitación hacia la puerta."
9356,People arm wrestle as others cheer.,La gente lucha mientras otros vitorean.
9357,Someone gazes down as someone stands on her tiptoes and collapses into someone's arms.,Alguien mira hacia abajo mientras alguien se pone de puntillas y se derrumba en los brazos de alguien.
9358,Another play is a set of pipes.,Otro juego es un juego de tubos.
9359,"He turns and walks off, glancing back at her over his shoulder.","Él se da vuelta y se aleja, mirándola por encima del hombro."
9360,She blows out smoke and hands someone the hem of her skirt.,Ella exhala humo y le da a alguien el dobladillo de su falda.
9361,"Two other men help him up, while another hands the man his drink.","Two other men help him up, while another hands the man his drink."
9362,"Two other men help him up, while another hands the man his drink.","Otros dos hombres lo ayudan a levantarse, mientras otro le entrega su bebida."
9363,"As someone stares at her daughter, someone gazes across the room toward the door.","Mientras alguien mira fijamente a su hija, alguien mira a través de la habitación hacia la puerta."
9364,People arm wrestle as others cheer.,La gente lucha mientras otros vitorean.
9365,She blows out smoke and hands someone the hem of her skirt.,Ella exhala humo y le da a alguien el dobladillo de su falda.
9366,Someone hands a pen to someone.,Alguien le entrega un bolígrafo a alguien.
9367,Another play is a set of pipes.,Otro juego es un juego de tubos.
9368,"He turns and walks off, glancing back at her over his shoulder.","Él se da vuelta y se aleja, mirándola por encima del hombro."
9369,Some people clap their hands in time to the music.,Algunas personas aplauden al compás de la música.
9370,Now someone and someone pass a huge pool on their way to a chic modern home.,"Ahora, alguien y alguien pasan por una piscina enorme en su camino hacia una casa moderna y elegante."
9371,Someone hustles the teens out of the store.,Alguien saca a los adolescentes de la tienda.
9372,She waves from across the store.,Ella saluda desde el otro lado de la tienda.
9373,Someone gives her a kiss but she pulls away and hugs him.,Alguien le da un beso pero ella se aparta y lo abraza.
9374,"As someone and his friends watch, someone mouths, This woman's crazy..","Mientras alguien y sus amigos miran, alguien dice: Esta mujer está loca ..."
9375,Someone comes out with another girl and greets someone with a big hug.,Alguien sale con otra chica y saluda a alguien con un gran abrazo.
9376,He shoves someone into a shoe display.,Empuja a alguien en una exhibición de zapatos.
9377,She waves from across the store.,Ella saluda desde el otro lado de la tienda.
9378,He pinches her lips together.,Él aprieta sus labios juntos.
9379,"In the school parking lot, someone waits by the Camaro in the handicapped spot.","En el estacionamiento de la escuela, alguien espera junto al Camaro en el lugar para discapacitados."
9380,A few tickets stick up from the windshield wiper.,A few tickets stick up from the windshield wiper.
9381,Now someone and someone pass a huge pool on their way to a chic modern home.,Now someone and someone pass a huge pool on their way to a chic modern home.
9382,Now someone and someone pass a huge pool on their way to a chic modern home.,"Ahora, alguien y alguien pasan por una piscina enorme en su camino hacia una casa moderna y elegante."
9383,"As someone and his friends watch, someone mouths, This woman's crazy..","Mientras alguien y sus amigos miran, alguien dice: Esta mujer está loca ..."
9384,He pinches her lips together.,Él aprieta sus labios juntos.
9385,"He makes the mistake of opening the glass door in the entryway, putting his back to someone for a moment.","Comete el error de abrir la puerta de cristal de la entrada, dando la espalda a alguien por un momento."
9386,She gestures as if there's someone behind someone.,Hace un gesto como si hubiera alguien detrás de alguien.
9387,Someone has walked up beside someone.,Alguien se ha acercado a alguien.
9388,"Someone looks up, sees someone standing in the doorway, looking taut and a little drawn.","Alguien mira hacia arriba, ve a alguien parado en la puerta, luciendo tenso y un poco cansado."
9389,"He makes the mistake of opening the glass door in the entryway, putting his back to someone for a moment.","Comete el error de abrir la puerta de cristal de la entrada, dando la espalda a alguien por un momento."
9390,"After someone looks, she turns to someone.","Después de que alguien mira, ella se vuelve hacia alguien."
9391,Someone strolls toward the women knitting and working on the quilt.,Alguien camina hacia las mujeres tejiendo y trabajando en la colcha.
9392,"After someone looks, she turns to someone.","Después de que alguien mira, ella se vuelve hacia alguien."
9393,Someone strolls toward the women knitting and working on the quilt.,Alguien camina hacia las mujeres tejiendo y trabajando en la colcha.
9394,"Someone looks up, sees someone standing in the doorway, looking taut and a little drawn.","Someone looks up, sees someone standing in the doorway, looking taut and a little drawn."
9395,Someone's group are relieved of their guns.,El grupo de alguien se libera de sus armas.
9396,"Takes one more step - - a fatal step, it turns out.","Da un paso más, resulta un paso fatal."
9397,People react to the sight.,People react to the sight.
9398,Everyone turns to discover someone and his party surrounded by nazi soldiers.,Todos se vuelven para descubrir a alguien y su grupo rodeados de soldados nazis.
9399,Giant columns define the Temple's perimeter.,Giant columns define the Temple's perimeter.
9400,Everyone turns to discover someone and his party surrounded by nazi soldiers.,Todos se vuelven para descubrir a alguien y su grupo rodeados de soldados nazis.
9401,"She looks at him, horrified.",Ella lo mira horrorizada.
9402,Two nazi soldiers force another Turk forward.,Dos soldados nazis obligan a otro turco a avanzar.
9403,"She looks at him, horrified.","She looks at him, horrified."
9404,Two nazi soldiers force another Turk forward.,Dos soldados nazis obligan a otro turco a avanzar.
9405,"She looks at him, horrified.",Ella lo mira horrorizada.
9406,Another black screen appears with caption about finding arm wrestling clubs.,Aparece otra pantalla negra con una leyenda sobre cómo encontrar clubes de lucha libre.
9407,This is a video for arm wrestling tips.,Este es un video de consejos para la lucha libre.
9408,The man in the glasses while still at the arm wrestling table with the other man gives a website address and social media sites.,The man in the glasses while still at the arm wrestling table with the other man gives a website address and social media sites.
9409,The man in the white t - shirt shows several ways to stand during an arm wrestling match with both feet on the ground and wrapping one leg around the arm wrestling table.,The man in the white t - shirt shows several ways to stand during an arm wrestling match with both feet on the ground and wrapping one leg around the arm wrestling table.
9410,Several clips of snowboarders are shown performing the technique as he explains.,Se muestran varios clips de practicantes de snowboard realizando la técnica como él explica.
9411,An introduction comes onto the screen for a video about snowboarding.,Aparece una introducción en la pantalla para un video sobre el snowboard.
9412,A snowboarder begins to make some commentary about his snowboarding techniques.,A snowboarder begins to make some commentary about his snowboarding techniques.
9413,"Next, two more men begin dancing around the circle making fighting movements.","A continuación, dos hombres más comienzan a bailar alrededor del círculo haciendo movimientos de lucha."
9414,A group of men are outside standing in a circle hitting sticks as two males begin fighting.,Un grupo de hombres está afuera parados en un círculo golpeando palos mientras dos hombres comienzan a pelear.
9415,A group of men are outside standing in a circle hitting sticks as two males begin fighting.,Un grupo de hombres está afuera parados en un círculo golpeando palos mientras dos hombres comienzan a pelear.
9416,A man approaches the arc welder and begins using it to weld some metal bars.,A man approaches the arc welder and begins using it to weld some metal bars.
